idx,questions,choices,labels
1604,How does water become ice?,become water|cool drink|cool off|melt|form crystals,4
1605,Sarah wanted to surprise her husband. He failed because he had already down what what regarding the trip?,predictable|known about|bland|bought tickets|sneaky,1
1606,What does a police officer in their sixities?,retire|direct traffic|case|fine person for speeding|order to stop running,0
1607,Where is a good place to be an automobile?,garage|driveway|repair shop|junk yard|exit ramp,1
1608,What is the goal of a poor person having food?,digesting|being full|will not starve|survive|getting fat,2
1609,"He didn't know a blowfish was edible, he was surprised to see it at the what?",desert|sea water|fish market|books|france,2
1610,Where do people usually have a table?,furniture store|kitchen|dining room|bathroom|conference,2
1611,Sally wanted to keep her saltshaker some place where she could find it but where it would be out of the way.  Where might she have put it?,dinner table|table setting|own kitchen|kitchen counter|cabinet,4
1612,"How might we get so far up into the air around Earth, we cannot be seen?",balloon|space shuttle|supermarket|house|rocket,1
1613,Which horseman of the apocalypse is often depicted next to death?,battlefield|the healer.|funeral|war|hospital,3
1614,How might people acting quirky and abnormal be described as?,kind|weird|odd|stupid|strange,1
1615,Where would a loose weasel cause the most destruction?,beach|michigan|great britain|hen house|forrest,3
1616,What might people do to protect their legs from getting dirty on the farm?,wear jeans|milk cow|believe in god|avoid mud|plant flowers,0
1617,"When a man is watching tv and a nude women comes on, they tend to get?",sad|erections|entertainment|boredom|get fat,1
1618,The only thing left of the ancient giants lizards are fossils and what?,four legs|sex to produce offspring|pictures|bones|tail,3
1619,Where is a good place to find a plate in the home?,cabinet|table|dishwasher|fridge|restaurant,0
1620,If your joke is funny you will not experience surprise if someone does what?,scare|send flowers|laugh|cries|keep secret,2
1621,"Some people hate attending meeting, they're worried it'll bore and they will what?",fall asleep|being laid off|result|understanding|have fun,0
1622,Why do parents tell kids to play games?,mental aptitude|happiness|winning|competitiveness|entertainment,4
1623,What does a bus station have to be near?,eat cake|maps|enter bus|city centre|street,4
1624,What do you want to do when you go to performance that is interactive?,know where|leave|experience|applaud|admiration,2
1625,What does someone committing perjury likely doing?,great anxiety|lies|guilt|testify|object,1
1626,What sort of hall do you have a large meeting in?,church|conference|dormitory|large building|library,1
1627,People often describe what as a giant wall of water?,backpack|allen key|snowball|ocean|tsunami,4
1628,What do people break into a brownstone to steal?,ring|subdivision|live in|new york city|circlet,0
1629,"She enjoyed the song, it was a famous one about a girl with eyes that where what?",sad|green|tear up|brown|blue,3
1630,What may jogging make you feel like?,increased heart rate|improved health|frightened|shin splints|being tired,4
1631,Why would someone not want to be cogitating?,dance|decision|headaches|reaching conclusion|enlightenment,2
1632,"A wild animal got in and destroyed the carpeting, who is likely at fault?",cub|istanbul|home or office|man|bedroom,0
1633,Where does an audience come every week to listen to a person speaking?,hockey game|church|sporting event|movie theater|phone call,1
1634,"The children all got their shot to become actors, the school was putting on a what?",movies|television|fancy dress|play|show,3
1635,"If a person has clean laundry in the basement, what will they have to do in order to put it away in the bedroom?",die at home|cross street|climb stairs|make dinner|love objects,2
1636,What would people do if they need money badly?,part company|go swimming|criminal|commit crimes|believe in god,3
1637,Where would an apple tree be near the grave site of Nelson Mandella?,sunshine|closer|south africa|bloom|fields,2
1638,Where might someone have a statement printed?,mail|newspaper|smartphone|press release|letter,1
1639,When shopping for an expensive product you should do what to make sure you get the best deal?,compare prices|standing in line|meeting friends|live without it|purchasing,0
1640,Where do you typically find a lizard generally?,backyard|rock wall|great outdoors|garden|stream bed,2
1641,What do you build when you exercise vigorously?,need for food|sweating|muscles|fitness|thirst,4
1642,Where could you find thousands or millions of office?,zoo|work|school building|public building|city,4
1643,A surprising strike is likely to start this. What is it?,funny|frightened|humor|fight|labor problems,3
1644,The best way to cure boredom at a high elevation with no buildings around is to do what?,do crossword puzzle|go skiing|play games|hang out at bar|sleep,1
1645,Where would a snake hide before ambushing prey?,burlap sack|closet|pet shops|hot country|deep grass,4
1646,"They were hoping to attract visitors, so they installed lights, where were they installed?",carnival|plane|yatch|turned at night|building,0
1647,Where is the ficus tree native to?,apartment|zoo|dictionary|tropical forest|middle east,4
1648,What do you do when your friend can't lift groceries themselves?,write letter|promise to help|rely on|offer to help|do not help,3
1649,"Killing people wasn't enough for him, he was out for revenge and wanted to cause them what?",anger|joy|vengeance|anguish|terrible,3
1650,Where can someone find a shiny advertisement?,magazine|email|store|bus|closet,0
1651,Why does a person go to a soup kitchen?,own house|oral sex|statue|in mail|free food,4
1652,The American Civil war was fought to free people from what?,prisoner|independence|caged in|topfree|slavery,4
1653,What can exercising cause?,lift weights|shortness of breath|collapse|error|run,1
1654,Where would you put nails to stop them from damaging other things nearby?,store|build doghouse|cabinet|hammer|container,4
1655,Washing clothes manually leads to what?,water and soap|singing|watch tv|train|getting wet,4
1656,"When I was driving, I saw a lot of emergency vehicles up ahead.  What might have happened?",traffic accident|tension headache|tunnel vision|moving|airplane,0
1657,"The carpet needed to be calm and and productive, where was it being installed?",building|floor|bowling alley|office|church,3
1658,Singers go to a studio to do what?,clear throats|sound beautiful|warm up|create music|make noise,3
1659,Why does someone engage in chatting with friends when they want to workout?,fun|agreement|cell phone|answers|inspiration,4
1660,Cameron was sleeping under the covers.  He was hunkered down because it was about to do what?,talking|get cold|snoring|might dream|wet bed,1
1661,If you're suffering from hunger what you likely to do with your meal?,order food|spend money|eat quickly|begin work|have lunch,2
1662,What midwestern area is likely to have a marmot running free?,zoo|encyclopedia|jungle|countryside|great plains,4
1663,Where might a television used at night be?,cabinet|house|apartment|bedroom|woods,3
1664,Sean put his groceries away and then went to his room to use his computer.  Where would he have put the teabags?,mug|refrigerator|teapot|internet cafe|cupboard,4
